,Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day
2781,2781,26/03/2018,798,21,11.6,54,1.5,693,Spring,No Holiday,Yes
4323,4323,30/05/2018,238,3,18.4,86,0.6,360,Spring,No Holiday,Yes
6822,6822,11/09/2018,678,6,17.0,55,1.2,2000,Autumn,No Holiday,Yes
7054,7054,20/09/2018,1049,22,18.4,85,2.1,1772,Autumn,No Holiday,Yes
3308,3308,17/04/2018,1290,20,12.5,31,3.8,1746,Spring,No Holiday,Yes
7025,7025,19/09/2018,0,17,25.0,44,1.3,1883,Autumn,No Holiday,No
8103,8103,03/11/2018,0,15,18.5,25,1.6,1724,Autumn,No Holiday,No
6696,6696,06/09/2018,963,0,22.5,83,0.5,1593,Autumn,No Holiday,Yes
615,615,26/12/2017,246,15,-1.9,17,5.0,2000,Winter,No Holiday,Yes
7511,7511,09/10/2018,0,23,16.6,53,1.1,2000,Autumn,Holiday,No
2575,2575,18/03/2018,152,7,5.5,58,1.0,937,Spring,No Holiday,Yes
7096,7096,22/09/2018,1840,16,25.3,38,3.0,2000,Autumn,No Holiday,Yes
2314,2314,07/03/2018,410,10,5.2,52,1.5,1808,Spring,No Holiday,Yes
3340,3340,19/04/2018,125,4,8.3,53,1.1,1007,Spring,No Holiday,Yes
7978,7978,29/10/2018,771,10,9.6,43,1.8,1930,Autumn,No Holiday,Yes
1705,1705,10/02/2018,237,1,1.7,71,1.2,584,Winter,No Holiday,Yes
8190,8190,07/11/2018,194,6,11.0,91,1.0,124,Autumn,No Holiday,Yes
2985,2985,04/04/2018,378,9,10.4,81,1.4,2000,Spring,No Holiday,Yes
6513,6513,29/08/2018,867,9,25.8,79,2.7,1963,Summer,No Holiday,Yes
7914,7914,26/10/2018,1882,18,13.1,74,1.6,1989,Autumn,No Holiday,Yes
1780,1780,13/02/2018,46,4,-6.4,62,1.8,1978,Winter,No Holiday,Yes
8725,8725,29/11/2018,645,13,5.3,26,2.1,1604,Autumn,No Holiday,Yes
5242,5242,07/07/2018,1050,10,24.0,49,1.7,2000,Summer,No Holiday,Yes
803,803,03/01/2018,267,11,-4.5,36,3.2,1736,Winter,No Holiday,Yes
857,857,05/01/2018,446,17,-0.6,45,3.3,1827,Winter,No Holiday,Yes
3647,3647,01/05/2018,855,23,19.8,73,0.9,442,Spring,Holiday,Yes
5710,5710,26/07/2018,1709,22,29.4,78,1.6,1011,Summer,No Holiday,Yes
5427,5427,15/07/2018,443,3,24.8,86,0.2,1354,Summer,No Holiday,Yes
990,990,11/01/2018,82,6,-12.0,61,2.3,1709,Winter,No Holiday,Yes
6256,6256,18/08/2018,1398,16,31.8,33,2.1,2000,Summer,No Holiday,Yes
8428,8428,17/11/2018,195,4,1.7,74,1.7,1226,Autumn,No Holiday,Yes
4907,4907,23/06/2018,1229,11,27.5,31,1.9,1841,Summer,No Holiday,Yes
3513,3513,26/04/2018,1027,9,14.0,54,1.5,1054,Spring,No Holiday,Yes
4189,4189,24/05/2018,1078,13,23.3,35,3.7,1874,Spring,No Holiday,Yes
6568,6568,31/08/2018,1404,16,29.7,51,3.0,2000,Summer,No Holiday,Yes
219,219,10/12/2017,169,3,0.3,53,0.5,1748,Winter,No Holiday,Yes
4996,4996,27/06/2018,110,4,19.2,97,1.0,217,Summer,No Holiday,Yes
1288,1288,23/01/2018,181,16,-10.1,34,4.3,2000,Winter,No Holiday,Yes
3163,3163,11/04/2018,0,19,13.2,28,2.9,2000,Spring,No Holiday,No
2618,2618,20/03/2018,165,2,5.1,44,3.4,2000,Spring,No Holiday,Yes
3612,3612,30/04/2018,1094,12,22.2,50,2.0,564,Spring,No Holiday,Yes
43,43,02/12/2017,385,19,5.0,52,2.3,1666,Winter,No Holiday,Yes
8014,8014,30/10/2018,948,22,7.6,50,1.8,2000,Autumn,No Holiday,Yes
3792,3792,08/05/2018,712,0,16.4,72,0.8,1046,Spring,No Holiday,Yes
3571,3571,28/04/2018,1590,19,16.9,33,1.3,1965,Spring,No Holiday,Yes
6729,6729,07/09/2018,1194,9,21.3,63,2.7,1969,Autumn,No Holiday,Yes
1503,1503,01/02/2018,293,15,0.7,25,3.0,1987,Winter,No Holiday,Yes
5491,5491,17/07/2018,2326,19,30.6,57,1.4,1529,Summer,No Holiday,Yes
8609,8609,24/11/2018,435,17,2.9,85,1.6,1000,Autumn,No Holiday,Yes
3439,3439,23/04/2018,17,7,9.0,95,2.3,294,Spring,No Holiday,Yes
1892,1892,17/02/2018,145,20,-2.1,38,2.0,2000,Winter,Holiday,Yes
8118,8118,04/11/2018,141,6,6.2,73,0.3,1018,Autumn,No Holiday,Yes
7666,7666,16/10/2018,854,10,14.4,45,0.6,1206,Autumn,No Holiday,Yes
7334,7334,02/10/2018,0,14,21.5,39,2.5,1691,Autumn,No Holiday,No
1505,1505,01/02/2018,341,17,0.3,26,2.4,1977,Winter,No Holiday,Yes
670,670,28/12/2017,285,22,0.0,63,1.3,968,Winter,No Holiday,Yes
7420,7420,06/10/2018,0,4,16.9,89,2.7,1577,Autumn,No Holiday,No
5391,5391,13/07/2018,1094,15,30.2,62,2.4,1806,Summer,No Holiday,Yes
897,897,07/01/2018,143,9,-3.8,49,1.6,1371,Winter,No Holiday,Yes
4722,4722,15/06/2018,2891,18,25.9,44,1.5,2000,Summer,No Holiday,Yes
2666,2666,22/03/2018,173,2,1.5,86,2.5,782,Spring,No Holiday,Yes
3193,3193,13/04/2018,432,1,10.0,23,0.7,2000,Spring,No Holiday,Yes
2890,2890,31/03/2018,618,10,14.7,53,0.9,831,Spring,No Holiday,Yes
7757,7757,20/10/2018,154,5,8.1,76,0.6,1309,Autumn,No Holiday,Yes
4546,4546,08/06/2018,1002,10,21.9,62,1.7,1664,Summer,No Holiday,Yes
7081,7081,22/09/2018,875,1,19.5,83,1.5,1459,Autumn,No Holiday,Yes
2370,2370,09/03/2018,1231,18,7.0,55,2.0,705,Spring,No Holiday,Yes
6032,6032,09/08/2018,1731,8,28.6,75,1.2,1588,Summer,No Holiday,Yes
1769,1769,12/02/2018,288,17,-3.1,36,4.4,1988,Winter,No Holiday,Yes
6753,6753,08/09/2018,956,9,19.9,51,0.6,1906,Autumn,No Holiday,Yes
531,531,23/12/2017,230,3,5.4,77,1.6,583,Winter,No Holiday,Yes
6664,6664,04/09/2018,1429,16,27.1,47,4.3,2000,Autumn,No Holiday,Yes
7007,7007,18/09/2018,0,23,21.2,69,1.3,1999,Autumn,No Holiday,No
7552,7552,11/10/2018,1284,16,13.8,36,2.9,2000,Autumn,No Holiday,Yes
7604,7604,13/10/2018,1261,20,13.8,52,1.6,1088,Autumn,No Holiday,Yes
731,731,31/12/2017,142,11,0.8,62,2.8,801,Winter,Holiday,Yes
3406,3406,21/04/2018,1292,22,16.7,28,1.0,1996,Spring,No Holiday,Yes
2339,2339,08/03/2018,290,11,4.5,82,2.0,1226,Spring,No Holiday,Yes
6607,6607,02/09/2018,388,7,20.2,65,1.4,2000,Autumn,No Holiday,Yes
4456,4456,04/06/2018,1671,16,25.5,43,3.2,1892,Summer,No Holiday,Yes
2565,2565,17/03/2018,624,21,7.4,54,2.0,1142,Spring,No Holiday,Yes
8258,8258,10/11/2018,568,2,10.7,80,0.6,409,Autumn,No Holiday,Yes
8291,8291,11/11/2018,578,11,10.7,68,0.4,341,Autumn,No Holiday,Yes
5133,5133,02/07/2018,72,21,23.4,98,0.4,1038,Summer,No Holiday,Yes
7812,7812,22/10/2018,1034,12,18.2,34,1.0,758,Autumn,No Holiday,Yes
4191,4191,24/05/2018,1174,15,23.5,36,3.2,1786,Spring,No Holiday,Yes
4562,4562,09/06/2018,732,2,19.4,84,0.7,382,Summer,No Holiday,Yes
7532,7532,10/10/2018,1489,20,10.6,48,2.0,2000,Autumn,No Holiday,Yes
1255,1255,22/01/2018,316,7,-0.4,34,1.0,1989,Winter,No Holiday,Yes
2104,2104,26/02/2018,555,16,9.5,31,3.1,973,Winter,No Holiday,Yes
8643,8643,26/11/2018,119,3,2.4,90,1.0,269,Autumn,No Holiday,Yes
7957,7957,28/10/2018,916,13,12.1,75,1.2,1775,Autumn,No Holiday,Yes
5229,5229,06/07/2018,2183,21,23.1,54,2.1,2000,Summer,No Holiday,Yes
5983,5983,07/08/2018,1059,7,27.0,69,0.8,2000,Summer,No Holiday,Yes
3484,3484,25/04/2018,117,4,6.4,66,0.5,2000,Spring,No Holiday,Yes
8305,8305,12/11/2018,344,1,5.0,67,1.3,2000,Autumn,No Holiday,Yes
3816,3816,09/05/2018,552,0,11.6,57,1.9,2000,Spring,No Holiday,Yes
5332,5332,11/07/2018,71,4,24.5,97,1.0,317,Summer,No Holiday,Yes
6675,6675,05/09/2018,376,3,20.2,77,0.4,2000,Autumn,No Holiday,Yes
5981,5981,07/08/2018,273,5,27.1,69,0.9,2000,Summer,No Holiday,Yes
4241,4241,26/05/2018,1886,17,27.9,34,3.8,1259,Spring,No Holiday,Yes
1621,1621,06/02/2018,165,13,-7.5,28,4.3,1904,Winter,No Holiday,Yes
8246,8246,09/11/2018,0,14,15.0,49,2.8,518,Autumn,No Holiday,No
4823,4823,19/06/2018,1456,23,20.1,73,1.9,771,Summer,No Holiday,Yes
4771,4771,17/06/2018,2481,19,24.2,62,1.9,1225,Summer,No Holiday,Yes
7405,7405,05/10/2018,22,13,16.9,95,1.6,325,Autumn,No Holiday,Yes
1096,1096,15/01/2018,365,16,7.5,37,0.9,813,Winter,No Holiday,Yes
4871,4871,21/06/2018,1497,23,21.9,59,2.6,1188,Summer,No Holiday,Yes
8294,8294,11/11/2018,810,14,10.1,58,0.9,605,Autumn,No Holiday,Yes
2463,2463,13/03/2018,815,15,18.6,47,3.3,1560,Spring,No Holiday,Yes
5462,5462,16/07/2018,691,14,33.7,45,2.5,1843,Summer,No Holiday,Yes
1788,1788,13/02/2018,281,12,1.0,41,3.3,1794,Winter,No Holiday,Yes
7477,7477,08/10/2018,1303,13,20.2,28,1.3,2000,Autumn,No Holiday,Yes
5623,5623,23/07/2018,1241,7,29.3,58,0.8,2000,Summer,No Holiday,Yes
4994,4994,27/06/2018,164,2,19.6,97,2.6,201,Summer,No Holiday,Yes
192,192,09/12/2017,267,0,-3.5,48,0.9,1967,Winter,No Holiday,Yes
820,820,04/01/2018,38,4,-7.5,55,1.3,1984,Winter,No Holiday,Yes
4366,4366,31/05/2018,1900,22,21.1,59,2.1,1874,Spring,No Holiday,Yes
5381,5381,13/07/2018,301,5,24.8,84,1.4,1303,Summer,No Holiday,Yes
4166,4166,23/05/2018,1183,14,22.0,33,3.4,1966,Spring,No Holiday,Yes
2687,2687,22/03/2018,428,23,3.4,69,1.1,895,Spring,No Holiday,Yes
4467,4467,05/06/2018,314,3,19.1,72,0.6,1370,Summer,No Holiday,Yes
4564,4564,09/06/2018,352,4,19.0,83,0.4,473,Summer,No Holiday,Yes
2607,2607,19/03/2018,263,15,9.8,57,3.0,2000,Spring,No Holiday,Yes
5687,5687,25/07/2018,1289,23,28.0,77,1.9,1346,Summer,No Holiday,Yes
238,238,10/12/2017,152,22,-1.0,56,4.7,2000,Winter,No Holiday,Yes
4015,4015,17/05/2018,80,7,19.1,98,0.3,125,Spring,No Holiday,Yes
8021,8021,31/10/2018,141,5,4.1,74,0.9,2000,Autumn,No Holiday,Yes
2977,2977,04/04/2018,113,1,14.8,96,1.7,209,Spring,No Holiday,Yes
5537,5537,19/07/2018,1536,17,34.0,44,2.3,1891,Summer,No Holiday,Yes
945,945,09/01/2018,320,9,-6.0,61,2.5,1547,Winter,No Holiday,Yes
4905,4905,23/06/2018,1072,9,24.3,37,1.1,1939,Summer,No Holiday,Yes
5861,5861,02/08/2018,265,5,30.7,57,0.9,2000,Summer,No Holiday,Yes
5866,5866,02/08/2018,549,10,34.4,46,2.0,1880,Summer,No Holiday,Yes
4423,4423,03/06/2018,423,7,18.0,54,0.7,1997,Summer,No Holiday,Yes
3552,3552,28/04/2018,777,0,13.3,70,1.6,473,Spring,No Holiday,Yes
7644,7644,15/10/2018,1052,12,19.0,60,1.8,513,Autumn,No Holiday,Yes
3360,3360,20/04/2018,553,0,12.4,56,0.5,1028,Spring,No Holiday,Yes
4246,4246,26/05/2018,1683,22,21.2,60,1.0,1192,Spring,No Holiday,Yes
2410,2410,11/03/2018,394,10,5.9,69,2.6,330,Spring,No Holiday,Yes
6674,6674,05/09/2018,493,2,20.6,72,0.9,2000,Autumn,No Holiday,Yes
3982,3982,15/05/2018,1640,22,25.0,59,0.6,742,Spring,No Holiday,Yes
146,146,07/12/2017,149,2,1.4,92,0.7,168,Winter,No Holiday,Yes
6341,6341,22/08/2018,289,5,23.4,82,0.4,2000,Summer,No Holiday,Yes
2294,2294,06/03/2018,567,14,9.2,27,2.9,1880,Spring,No Holiday,Yes
6835,6835,11/09/2018,2455,19,23.7,49,1.8,2000,Autumn,No Holiday,Yes
3611,3611,30/04/2018,901,11,20.3,52,0.9,468,Spring,No Holiday,Yes
1736,1736,11/02/2018,81,8,-9.4,29,1.9,1967,Winter,No Holiday,Yes
6390,6390,24/08/2018,173,6,24.9,88,1.1,2000,Summer,No Holiday,Yes
114,114,05/12/2017,789,18,-2.6,40,0.0,2000,Winter,No Holiday,Yes
8498,8498,20/11/2018,286,2,2.6,46,1.5,1811,Autumn,No Holiday,Yes
5062,5062,29/06/2018,2103,22,24.2,80,1.3,500,Summer,No Holiday,Yes
498,498,21/12/2017,531,18,1.7,64,1.3,1140,Winter,No Holiday,Yes
720,720,31/12/2017,43,0,0.9,95,1.8,63,Winter,Holiday,Yes
3089,3089,08/04/2018,58,17,4.3,80,2.6,1357,Spring,No Holiday,Yes
5517,5517,18/07/2018,2188,21,28.0,69,1.8,1140,Summer,No Holiday,Yes
5573,5573,21/07/2018,292,5,25.0,78,0.3,1474,Summer,No Holiday,Yes
596,596,25/12/2017,181,20,-2.1,49,1.7,2000,Winter,Holiday,Yes
7729,7729,19/10/2018,653,1,9.8,68,1.7,2000,Autumn,No Holiday,Yes
4657,4657,13/06/2018,1088,1,18.9,77,0.7,1987,Summer,No Holiday,Yes
1647,1647,07/02/2018,221,15,-2.1,20,2.3,1961,Winter,No Holiday,Yes
6255,6255,18/08/2018,1196,15,31.7,30,1.9,1943,Summer,No Holiday,Yes
2700,2700,23/03/2018,690,12,9.3,37,2.3,940,Spring,No Holiday,Yes
6890,6890,14/09/2018,482,2,21.3,75,1.1,2000,Autumn,No Holiday,Yes
1700,1700,09/02/2018,308,20,3.0,61,1.9,842,Winter,No Holiday,Yes
7475,7475,08/10/2018,1117,11,17.9,39,1.3,1873,Autumn,No Holiday,Yes
5846,5846,01/08/2018,475,14,38.7,38,2.4,1943,Summer,No Holiday,Yes
4525,4525,07/06/2018,1071,13,26.7,47,2.4,806,Summer,No Holiday,Yes
2942,2942,02/04/2018,920,14,23.0,42,3.4,1315,Spring,No Holiday,Yes
4817,4817,19/06/2018,2328,17,25.1,51,2.4,1714,Summer,No Holiday,Yes
86,86,04/12/2017,338,14,0.1,27,4.5,2000,Winter,No Holiday,Yes
2308,2308,07/03/2018,49,4,2.6,61,1.7,1998,Spring,No Holiday,Yes
2677,2677,22/03/2018,648,13,9.9,29,3.2,1641,Spring,No Holiday,Yes
6275,6275,19/08/2018,795,11,28.4,43,1.0,1914,Summer,No Holiday,Yes
8536,8536,21/11/2018,755,16,6.1,53,0.5,2000,Autumn,No Holiday,Yes
2594,2594,19/03/2018,28,2,6.6,86,0.6,416,Spring,No Holiday,Yes
4487,4487,05/06/2018,1646,23,21.9,56,0.7,1898,Summer,No Holiday,Yes
1029,1029,12/01/2018,184,21,-7.4,33,1.4,2000,Winter,No Holiday,Yes
136,136,06/12/2017,496,16,5.3,37,2.9,2000,Winter,No Holiday,Yes
8425,8425,17/11/2018,597,1,3.4,76,0.5,909,Autumn,No Holiday,Yes
4696,4696,14/06/2018,1550,16,25.0,56,0.7,1723,Summer,No Holiday,Yes
7322,7322,02/10/2018,0,2,12.3,75,1.6,1840,Autumn,No Holiday,No
1200,1200,20/01/2018,228,0,-0.6,60,0.6,1433,Winter,No Holiday,Yes
8328,8328,13/11/2018,587,0,6.2,63,0.8,1611,Autumn,No Holiday,Yes
5810,5810,31/07/2018,476,2,29.8,57,0.8,2000,Summer,No Holiday,Yes
566,566,24/12/2017,28,14,3.3,90,2.5,561,Winter,Holiday,Yes
5583,5583,21/07/2018,785,15,36.5,35,3.0,1355,Summer,No Holiday,Yes
3927,3927,13/05/2018,2329,15,19.7,63,2.5,941,Spring,No Holiday,Yes
4625,4625,11/06/2018,1475,17,20.7,72,3.4,2000,Summer,No Holiday,Yes
5790,5790,30/07/2018,668,6,26.2,64,1.4,2000,Summer,No Holiday,Yes
4329,4329,30/05/2018,1200,9,19.8,79,1.3,405,Spring,No Holiday,Yes
5019,5019,28/06/2018,344,3,22.4,86,0.6,618,Summer,No Holiday,Yes
4985,4985,26/06/2018,113,17,24.0,95,5.0,362,Summer,No Holiday,Yes
6364,6364,23/08/2018,168,4,29.3,54,1.0,2000,Summer,No Holiday,Yes
2330,2330,08/03/2018,19,2,4.2,88,0.9,553,Spring,No Holiday,Yes
3515,3515,26/04/2018,930,11,18.1,42,2.7,1112,Spring,No Holiday,Yes
2187,2187,02/03/2018,49,3,-5.7,50,1.7,1559,Spring,No Holiday,Yes
195,195,09/12/2017,169,3,-4.3,47,0.6,1992,Winter,No Holiday,Yes
4332,4332,30/05/2018,1187,12,23.2,64,3.0,1305,Spring,No Holiday,Yes
802,802,03/01/2018,213,10,-5.6,38,2.9,1752,Winter,No Holiday,Yes
8221,8221,08/11/2018,18,13,11.5,95,2.1,457,Autumn,No Holiday,Yes
6280,6280,19/08/2018,1395,16,33.3,32,2.4,2000,Summer,No Holiday,Yes
2068,2068,25/02/2018,52,4,-1.1,43,0.7,1558,Winter,No Holiday,Yes
4412,4412,02/06/2018,2338,20,23.4,38,2.3,2000,Summer,No Holiday,Yes
7430,7430,06/10/2018,941,14,19.3,79,3.6,2000,Autumn,No Holiday,Yes
644,644,27/12/2017,262,20,-5.9,34,0.9,2000,Winter,No Holiday,Yes
8200,8200,07/11/2018,834,16,15.2,72,1.2,625,Autumn,No Holiday,Yes
7142,7142,24/09/2018,1099,14,21.3,30,4.3,2000,Autumn,Holiday,Yes
120,120,06/12/2017,145,0,-2.8,77,0.0,331,Winter,No Holiday,Yes
2981,2981,04/04/2018,19,5,11.9,97,3.4,305,Spring,No Holiday,Yes
3074,3074,08/04/2018,191,2,2.2,49,1.9,2000,Spring,No Holiday,Yes
7453,7453,07/10/2018,1714,13,20.1,41,3.0,1963,Autumn,No Holiday,Yes
8097,8097,03/11/2018,0,9,7.9,58,1.3,1033,Autumn,No Holiday,No
2135,2135,27/02/2018,310,23,5.3,53,1.5,582,Winter,No Holiday,Yes
4734,4734,16/06/2018,381,6,16.3,66,0.7,2000,Summer,No Holiday,Yes
134,134,06/12/2017,416,14,5.5,34,1.0,1966,Winter,No Holiday,Yes
8438,8438,17/11/2018,969,14,9.7,34,1.9,1786,Autumn,No Holiday,Yes
2559,2559,17/03/2018,1514,15,13.2,23,2.8,1696,Spring,No Holiday,Yes
62,62,03/12/2017,563,14,7.6,76,1.2,422,Winter,No Holiday,Yes
8070,8070,02/11/2018,403,6,4.5,77,1.0,1410,Autumn,No Holiday,Yes
4441,4441,04/06/2018,596,1,20.7,47,0.9,1987,Summer,No Holiday,Yes
2467,2467,13/03/2018,1224,19,14.1,77,2.0,1240,Spring,No Holiday,Yes
679,679,29/12/2017,289,7,0.9,67,0.6,658,Winter,No Holiday,Yes
5194,5194,05/07/2018,827,10,25.6,75,1.1,1028,Summer,No Holiday,Yes
741,741,31/12/2017,179,21,-1.6,35,1.0,2000,Winter,Holiday,Yes
3641,3641,01/05/2018,1898,17,22.0,65,2.4,589,Spring,Holiday,Yes
6363,6363,23/08/2018,304,3,29.7,52,1.4,2000,Summer,No Holiday,Yes
6195,6195,16/08/2018,252,3,27.9,68,0.6,2000,Summer,No Holiday,Yes
3258,3258,15/04/2018,343,18,11.9,58,2.2,1645,Spring,No Holiday,Yes
1873,1873,17/02/2018,71,1,-3.1,36,3.5,2000,Winter,Holiday,Yes
2596,2596,19/03/2018,9,4,6.3,90,1.0,240,Spring,No Holiday,Yes
1717,1717,10/02/2018,296,13,2.8,31,4.0,967,Winter,No Holiday,Yes
7690,7690,17/10/2018,842,10,14.0,58,1.6,841,Autumn,No Holiday,Yes
2843,2843,29/03/2018,583,11,16.1,63,1.2,555,Spring,No Holiday,Yes
7788,7788,21/10/2018,1417,12,18.4,28,1.9,1690,Autumn,No Holiday,Yes
7838,7838,23/10/2018,837,14,15.1,71,0.9,973,Autumn,No Holiday,Yes
6202,6202,16/08/2018,612,10,31.9,51,2.2,1939,Summer,No Holiday,Yes
489,489,21/12/2017,265,9,-5.3,88,0.4,463,Winter,No Holiday,Yes
493,493,21/12/2017,285,13,3.2,42,1.8,1349,Winter,No Holiday,Yes
690,690,29/12/2017,574,18,3.6,62,1.4,389,Winter,No Holiday,Yes
3821,3821,09/05/2018,203,5,9.5,65,0.9,2000,Spring,No Holiday,Yes
602,602,26/12/2017,85,2,-2.1,69,1.0,1995,Winter,No Holiday,Yes
1911,1911,18/02/2018,440,15,5.0,16,2.0,1970,Winter,No Holiday,Yes
7423,7423,06/10/2018,5,7,16.5,97,2.3,364,Autumn,No Holiday,Yes
4707,4707,15/06/2018,154,3,18.8,93,1.0,419,Summer,No Holiday,Yes
6596,6596,01/09/2018,1440,20,26.9,49,2.1,2000,Autumn,No Holiday,Yes
4401,4401,02/06/2018,1005,9,23.3,43,1.2,1257,Summer,No Holiday,Yes
3757,3757,06/05/2018,211,13,16.4,94,0.9,1947,Spring,No Holiday,Yes
2366,2366,09/03/2018,542,14,8.0,42,1.5,1690,Spring,No Holiday,Yes
8139,8139,05/11/2018,161,3,8.3,81,1.1,642,Autumn,No Holiday,Yes
8175,8175,06/11/2018,0,15,16.3,54,1.6,374,Autumn,No Holiday,No
1361,1361,26/01/2018,196,17,-11.5,31,3.3,1745,Winter,No Holiday,Yes
4567,4567,09/06/2018,616,7,20.2,73,1.1,708,Summer,No Holiday,Yes
1526,1526,02/02/2018,293,14,3.2,26,2.2,1499,Winter,No Holiday,Yes
6489,6489,28/08/2018,865,9,24.2,80,1.2,1708,Summer,No Holiday,Yes
4645,4645,12/06/2018,1215,13,25.7,46,0.8,2000,Summer,No Holiday,Yes
1551,1551,03/02/2018,210,15,-4.5,31,4.3,1979,Winter,No Holiday,Yes
8482,8482,19/11/2018,651,10,7.5,53,0.8,909,Autumn,No Holiday,Yes
1337,1337,25/01/2018,170,17,-10.9,32,4.0,2000,Winter,No Holiday,Yes
3901,3901,12/05/2018,19,13,12.6,97,0.6,327,Spring,No Holiday,Yes
3010,3010,05/04/2018,95,10,7.1,87,2.9,2000,Spring,No Holiday,Yes
7293,7293,30/09/2018,0,21,15.2,40,3.0,2000,Autumn,No Holiday,No
2250,2250,04/03/2018,436,18,11.5,81,1.5,1475,Spring,No Holiday,Yes
2346,2346,08/03/2018,1091,18,5.9,68,3.4,543,Spring,No Holiday,Yes
8052,8052,01/11/2018,926,12,12.6,36,2.6,1785,Autumn,No Holiday,Yes
2784,2784,27/03/2018,380,0,9.0,68,1.1,426,Spring,No Holiday,Yes
5103,5103,01/07/2018,51,15,21.8,97,0.7,324,Summer,No Holiday,Yes
150,150,07/12/2017,137,6,1.0,93,0.5,148,Winter,No Holiday,Yes
2804,2804,27/03/2018,864,20,13.9,72,2.4,385,Spring,No Holiday,Yes
4477,4477,05/06/2018,1058,13,28.6,34,2.0,1274,Summer,No Holiday,Yes
2086,2086,25/02/2018,230,22,0.0,54,2.5,1929,Winter,No Holiday,Yes
3751,3751,06/05/2018,16,7,15.1,97,0.5,311,Spring,No Holiday,Yes
2259,2259,05/03/2018,2,3,5.7,92,2.0,458,Spring,No Holiday,Yes
4017,4017,17/05/2018,28,9,19.7,98,0.5,659,Spring,No Holiday,Yes
4672,4672,13/06/2018,2474,16,25.8,50,1.7,1152,Summer,No Holiday,Yes
5608,5608,22/07/2018,771,16,37.8,31,2.5,1929,Summer,No Holiday,Yes
7156,7156,25/09/2018,157,4,12.0,69,0.5,2000,Autumn,Holiday,Yes
6119,6119,12/08/2018,707,23,28.7,81,0.4,1586,Summer,No Holiday,Yes
3856,3856,10/05/2018,0,16,19.6,54,3.9,1154,Spring,No Holiday,No
859,859,05/01/2018,443,19,-2.5,49,0.6,1436,Winter,No Holiday,Yes
5792,5792,30/07/2018,1646,8,28.8,56,1.4,2000,Summer,No Holiday,Yes
6162,6162,14/08/2018,2305,18,33.7,53,2.4,2000,Summer,No Holiday,Yes
8012,8012,30/10/2018,1186,20,7.6,59,1.1,2000,Autumn,No Holiday,Yes
6855,6855,12/09/2018,1251,15,27.7,41,1.6,1969,Autumn,No Holiday,Yes
6902,6902,14/09/2018,1199,14,26.3,58,1.5,1986,Autumn,No Holiday,Yes
6520,6520,29/08/2018,193,16,27.0,76,3.8,1875,Summer,No Holiday,Yes
1779,1779,13/02/2018,70,3,-6.2,61,1.3,1992,Winter,No Holiday,Yes
4474,4474,05/06/2018,959,10,25.5,43,1.0,1568,Summer,No Holiday,Yes
4848,4848,21/06/2018,1083,0,20.0,83,2.6,547,Summer,No Holiday,Yes
1818,1818,14/02/2018,559,18,5.1,34,2.3,1440,Winter,No Holiday,Yes
8407,8407,16/11/2018,939,7,6.6,64,0.5,701,Autumn,No Holiday,Yes
2704,2704,23/03/2018,901,16,12.2,24,2.8,1655,Spring,No Holiday,Yes
175,175,08/12/2017,387,7,-6.5,57,0.8,1776,Winter,No Holiday,Yes
2093,2093,26/02/2018,65,5,-2.5,73,0.8,1134,Winter,No Holiday,Yes
6750,6750,08/09/2018,322,6,16.2,70,0.3,2000,Autumn,No Holiday,Yes
3491,3491,25/04/2018,938,11,17.5,25,1.3,1843,Spring,No Holiday,Yes
7436,7436,06/10/2018,1567,20,19.4,67,0.8,2000,Autumn,No Holiday,Yes
82,82,04/12/2017,311,10,-1.1,40,4.5,2000,Winter,No Holiday,Yes
816,816,04/01/2018,159,0,-6.3,54,1.4,1990,Winter,No Holiday,Yes
5606,5606,22/07/2018,565,14,37.4,34,2.3,1860,Summer,No Holiday,Yes
5171,5171,04/07/2018,941,11,30.0,60,2.3,1861,Summer,No Holiday,Yes
283,283,12/12/2017,350,19,-8.2,43,1.1,2000,Winter,No Holiday,Yes
7289,7289,30/09/2018,0,17,20.4,31,3.2,2000,Autumn,No Holiday,No
5701,5701,26/07/2018,628,13,32.4,54,0.7,896,Summer,No Holiday,Yes
7355,7355,03/10/2018,1248,11,20.3,46,1.6,1409,Autumn,Holiday,Yes
2915,2915,01/04/2018,737,11,16.7,55,2.1,1182,Spring,No Holiday,Yes
1813,1813,14/02/2018,349,13,7.2,65,3.8,773,Winter,No Holiday,Yes
1271,1271,22/01/2018,139,23,-4.2,79,2.9,554,Winter,No Holiday,Yes
4520,4520,07/06/2018,2317,8,18.9,82,2.3,326,Summer,No Holiday,Yes
8397,8397,15/11/2018,1123,21,9.6,52,1.3,906,Autumn,No Holiday,Yes
6915,6915,15/09/2018,302,3,21.6,80,1.2,2000,Autumn,No Holiday,Yes
5944,5944,05/08/2018,818,16,33.6,57,3.5,1901,Summer,No Holiday,Yes
2642,2642,21/03/2018,147,2,1.4,40,2.9,2000,Spring,No Holiday,Yes
5001,5001,27/06/2018,1238,9,20.0,96,1.6,287,Summer,No Holiday,Yes
2305,2305,07/03/2018,194,1,2.8,46,2.0,1709,Spring,No Holiday,Yes
5325,5325,10/07/2018,1352,21,25.1,86,0.3,870,Summer,No Holiday,Yes
